"","authorizer","enterer","modifier","reference_no","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","basis","language","doi","comments","project_name","project_ref_no","created","modified"
"1110","J. Alroy","J. Alroy","P. Wagner",1921,"J. W.","Hoganson","J. M.","Campbell","E. C. Murphy",1994,"","Proceedings of the North Dakota Academy of Sciences","","48","","","","journal article","stated without evidence","English","","","",NA,"2001-03-02 15:01:32","2015-11-22 14:01:36"
"1115","J. Alroy","J. Alroy","",25661,"J. A.","Holman","","","",1961,"A new hylid genus from the Lower Miocene of Florida","Copeia","","1961","3","354","355","journal article","stated with evidence","English","","","",NA,"2007-11-04 08:38:29","2007-11-05 03:38:29"
"1119","J. Head","J. Head","",45287,"J. A.","Holman","","","",1966,"A small Miocene herpetofauna from Texas","Quarterly Journal of the Florida Academy of Sciences","","29","4","267","275","journal article","stated with evidence","English","","","",NA,"2013-03-05 08:44:26","2013-03-05 08:44:26"
"1128","J. Alroy","M. Sommers","J. Alroy",705,"J. A.","Holman","","","",1973,"Reptiles of the Egelhoff local fauna (Upper Miocene) of Nebraska","Contributions from the Museum of Paleontology, University of Michigan","","24","12","125","134","journal article","stated without evidence","English","","","",NA,"2000-08-28 11:54:23","2011-11-24 13:48:57"
"1129","J. Alroy","M. Sommers","J. Alroy",706,"J. A.","Holman","","","",1973,"New amphibians and reptiles from the Norden Bridge fauna (Upper Miocene) of Nebraska","Michigan Academician","","6","","149","163","journal article","stated with evidence","English","","","",NA,"2000-08-28 11:56:28","2007-11-12 09:26:26"
"1133","J. Alroy","M. Sommers","",713,"J. A.","Holman","","","",1977,"Amphibians and reptiles from the Gulf Coast Miocene of Texas","Herpetologica","","33","4","391","403","","stated without evidence","","","","",NA,"2000-08-28 13:08:38","2000-08-29 07:08:38"
"1137","J. Alroy","J. Alroy","J. Alroy",7574,"J. A.","Holman","","","",1978,"Herpetofauna of the Bijou Hills local fauna (late Miocene: Barstovian) of South Dakota","Herpetologica","","34","3","253","257","journal article","stated without evidence","English","","","",NA,"2002-12-07 20:14:05","2002-12-08 15:14:05"
"1146","J. Alroy","J. Alroy","J. Alroy",687,"J. A.","Holman","","","",1987,"Herpetofauna of the Egelhoff site (Miocene: Barstovian) of north-central Nebraska","Journal of Vertebrate Paleontology","","7","2","109","120","journal article","stated without evidence","English","","","",NA,"2000-08-28 11:28:54","2006-12-07 13:12:24"
"1150","J. Alroy","J. Alroy","J. Alroy",7572,"J. A.","Holman","","","",1996,"Glad Tidings, a late middle Miocene herpetofauna from northeastern Nebraska","Journal of Herpetology","","30","3","430","432","journal article","stated without evidence","English","","","",NA,"2002-12-07 16:31:11","2002-12-08 11:31:21"
"1166","P. Mannion","C. VanBuren","",50285,"J. A.","Holman","D. L.","Harrison","",2002,"A New Thaumastosaurus (Anura: Familia Incertae Sedis) from the Late Eocene of England, with Remarks on the Taxonomic and Zoogeographic Relationships of the Genus","Journal of Herpetology","","36","4","621","626","journal article","stated without evidence","English","","","",NA,"2014-03-02 10:22:44","2014-03-03 03:22:44"
"1191","J. Mueller","T. Liebrecht","",43730,"S.","Hossini","J.-C.","Rage","",2000,"Palaeobatrachid Frogs from the Earliest Miocene (Agenian) of France, with Description of a New Species","Geobios","","33","2","223","231","journal article","stated without evidence","English","10.1016/S0016-6995(00)80019-4","","",NA,"2012-12-04 05:39:46","2012-12-04 05:39:46"
"1197","R. Butler","R. Butler","",43616,"A. A.","Howie","","","",1972,"A brachyopid labyrinthodont from the Lower Trias of Queensland","Proceedings of the Linnean Society of New South Wales","","96","","268","277","journal article","stated with evidence","English","","","",NA,"2012-11-27 21:19:49","2012-11-27 21:19:49"
"1198","R. Butler","R. Butler","",43617,"A. A.","Howie","","","",1972,"On a Queensland labyrinthodont","Studies in Vertebrate Evolution","K. A. Joysey, T. S. Kemp","","","51","64","book/book chapter","stated with evidence","English","","","",NA,"2012-11-27 21:30:39","2012-11-27 21:30:39"
"1211","R. Butler","R. Butler","R. Butler",43176,"F. v.","Huene","","","",1932,"Ein neuartiger Stegocephalen-Fund aus dem oberhessischen Buntsandstein","Palaeontologische Zeitschrift","","14","","200","229","journal article","stated with evidence","German","","","",NA,"2012-10-03 20:11:37","2012-10-05 17:31:03"
"1215","R. Butler","R. Butler","R. Butler",43678,"F. von.","Huene","M. R.","Sahni","",1958,"On Indobrachops panchetensis gen. et sp. nov. from the Upper Panchets (Lower Trias) of the Raniganj Coalfield","Monograph of the Palaeontological Society of India","","2","","1","17","serial monograph","stated with evidence","English","","","",NA,"2012-11-29 23:53:00","2012-11-29 23:53:11"
"1232","R. Butler","R. Butler","",32312,"A. P.","Hunt","","","",2001,"The vertebrate fauna, biostratigraphy and biochronology of the type Revueltian land-vertebrate faunachron, Bull Canyon Formation (Upper Triassic), east-central New Mexico","New Mexico Geological Society Guidebook, 52nd Field Conference, Geology of the Llano Estacado","","52","","123","151","book/book chapter","","English","","","",NA,"2010-03-15 07:31:21","2010-03-16 01:31:21"
"1241","R. Butler","R. Butler","",31721,"A. P.","Hunt","S. G.","Lucas","",1995,"Vertebrate paleontology and biochronology of the lower Chinle Group (Upper Triassic), Santa Fe County, north-central New Mexico","New Mexico Geological Society Guidebook, 46th Field Conference, Geology of the Santa Fe Region","","","","243","246","book/book chapter","","English","","","",NA,"2010-01-26 05:39:43","2010-01-27 00:39:43"
"1260","R. Butler","R. Butler","",31638,"R. B.","Irmis","W. G.","Parker","",2005,"Unusual tetrapod teeth from the Upper Triassic Chinle Formation, USA","Canadian Journal of Earth Sciences","","42","","1339","1345","journal article","stated with evidence","English","","","",NA,"2010-01-20 04:16:48","2010-01-20 23:16:48"
"1263","R. Butler","R. Butler","",37294,"M. F.","Ivakhnenko","","","",1978,"Tailed amphibians from the Triassic and Jurassic of Middle Asia","Paleontological Journal","","1978","3","84","89","journal article","","English","","","",NA,"2011-08-30 01:37:04","2011-08-30 01:37:04"
"1286","R. Butler","R. Butler","",35705,"N.-E.","Jalil","","","",1999,"Continental Permian and Triassic vertebrate localities from Algeria and Morocco and their stratigraphical correlations","Journal of African Earth Sciences","","29","1","219","226","journal article","none discussed","English","","","",NA,"2011-04-03 01:49:04","2011-04-03 01:49:04"
"1289","R. Butler","R. Butler","",32305,"N.-E.","Jalil","K.","Peyer","",2007,"A new rauisuchian (Archosauria: Suchia) from the Upper Triassic of the Argana Basin, Morocco","Palaeontology","","50","2","417","430","journal article","stated with evidence","English","","","",NA,"2010-03-14 23:47:18","2010-03-15 17:47:18"
"1318","J. Alroy","M. Sommers","J. Alroy",733,"R. M.","Joeckel","","","",1988,"A new late Miocene herpetofauna from Franklin County, Nebraska","Copeia","","1988","3","787","789","journal article","stated without evidence","English","","","",NA,"2000-08-28 14:07:34","2007-11-05 04:03:22"
"1327","P. Mannion","P. Mannion","",37819,"M. E. H.","Jones","S. E.","Evans","D. Sigogneau-Russell",2003,"Early Cretaceous frogs from Morocco","Annals of Carnegie Museum","","72","2","65","97","journal article","stated with evidence","English","","","",NA,"2011-09-23 00:57:41","2011-09-23 00:57:41"
"1337","R. Butler","R. Butler","",33811,"D.","Kamphausen","","","",1983,"Stenotosaurus gracilis, ein neuer Capitosauride (Stegocephalia) aus den Unteren R�ttonen Oberfrankens","Neues Jahrbuch f�r Geologie und Pal�ontologie, Monatshefte","","1983","2","119","128","journal article","stated with evidence","German","","","",NA,"2010-09-01 01:24:50","2010-09-01 18:24:50"
"1366","R. Butler","R. Butler","",46605,"J. W.","Kitching","","","",1957,"A new small stereospondylus labyrinthodont from the Triassic beds of South Africa","Palaeontologia Africana","","5","","67","82","journal article","stated with evidence","English","","","",NA,"2013-05-01 01:12:20","2013-05-01 01:12:20"
"1367","H. Sims","J. Camp","",27216,"J. W.","Kitching","","","",1977,"The distribution of the Karroo vertebrate fauna","Memoirs of the Bernard Price Institute for Palaeontological Research","","1","","1","131","journal article","stated without evidence","English","","","",NA,"2008-05-19 13:05:07","2008-05-20 06:05:07"
"1375","C. Bell","C. Bell","",18285,"A. G.","Kluge","","","",1966,"A new pelobatine frog from the lower Miocene of South Dakota with a discussion of the evolution of the Scaphiopus-Spea complex","Los Angeles County Museum Contributions in Science","","113","","1","26","journal article","stated without evidence","English","","","",NA,"2006-08-16 16:35:33","2006-08-17 09:35:44"
"1408","J. Alroy","J. Alroy","J. Alroy",14358,"D. W.","Krause","","","",1980,"Early Tertiary amphibians from the Bighorn Basin, Wyoming","University of Michigan Papers on Paleontology","","243","","69","71","serial monograph","stated without evidence","English","","","",NA,"2005-09-02 17:51:32","2005-09-03 10:51:32"
"1435","R. Butler","R. Butler","R. Butler",31149,"O.","Kuhn","","","",1932,"Labyrinthodonten und Parasuchier aus dem mittleren Keuper von Ebrach in Oberfranken","Neues Jahrbuch f�r Mineralogie, Geologie und Pal�ontologie","","69","","94","144","journal article","","English","","","",NA,"2009-11-11 05:32:24","2010-08-27 23:33:59"
"1436","R. Butler","R. Butler","M. Carrano",33402,"O.","Kuhn","","","",1936,"Weitere Parasuchier und Labyrinthodonten aus dem Blasensandstein des mittleren Keuper von Ebrach [Further parasuchians and labyrinthodonts from the Blasensandstein of the middle Keuper of Ebrach]","Pal�ontographica Abteilung A","","83","","61","98","journal article","stated with evidence","German","","","",NA,"2010-08-27 04:20:50","2010-11-17 03:15:14"
"1438","M. Carrano","M. Carrano","",44850,"O.","Kuhn","","","",1939,"Beitr�ge zur Keuperfauna von Halberstadt [Contributions to the Keuper fauna of Halberstadt]","Palaeontologische Zeitschrift","","21","","258","286","journal article","stated with evidence","German","","","",NA,"2013-02-12 09:41:07","2013-02-12 09:41:07"
"1484","R. Butler","R. Butler","R. Butler",46578,"J.-P.","Lehman","","","",1961,"Les st�goc�phales du Trias de Madagascar","Annales de Pal�ontologie","","47","","109","154","journal article","stated with evidence","French","","","",NA,"2013-04-30 02:27:58","2013-04-30 06:59:26"
"1485","R. Butler","R. Butler","",46587,"J.-P.","Lehman","","","",1966,"Nouveaux St�goc�phales de Madagascar","Annales de Pal�ontologie (Vert�br�s)","","52","","117","139","journal article","stated with evidence","French","","","",NA,"2013-04-30 17:46:08","2013-04-30 17:46:08"
"1490","M. Uhen","M. Uhen","",15586,"J.","Leidy","","","",1856,"Notice of remains of extinct vertebrated animals discovered by Professor E. Emmons","Proceedings of the Academy of Natural Sciences of Philadelphia","","8","","255","257","journal article","stated without evidence","English","","","",NA,"2006-01-10 13:19:44","2006-01-11 08:19:54"
"1495","J. Mueller","T. Liebrecht","T. Liebrecht",28776,"J.-L.","Li","","","",2001,"The most primitive lower tetrapod fauna in China","Science in China Series D: Earth Sciences","","44","1","47","51","journal article","second hand","English","10.1007/BF02906884","","",NA,"2008-12-12 15:19:22","2010-02-28 13:28:22"
"1504","J. Alroy","J. Alroy","J. Alroy",2236,"J. A.","Lillegraven","J. J.","Eberle","",1999,"Vertebrate faunal changes through Lancian and Puercan time in southern Wyoming","Journal of Paleontology","","73","4","691","710","journal article","stated without evidence","English","","","",NA,"2001-03-02 15:01:32","2007-03-22 02:57:53"
"1519","R. Butler","R. Butler","",33373,"J.","Liu","Y.","Wang","",2005,"The first complete mastodonsauroid skull from the Triassic of China: Yuanansuchus laticeps gen. et sp. nov.","Journal of Vertebrate Paleontology","","25","3","725","728","journal article","stated with evidence","English","","","",NA,"2010-08-24 06:17:18","2010-08-24 23:17:18"
"1523","M. Carrano","M. Carrano","M. Carrano",14122,"R. A.","Long","P. A.","Murry","",1995,"Late Triassic (Carnian and Norian) tetrapods from the southwestern United States","New Mexico Museum of Natural History and Science Bulletin","","4","","1","254","serial monograph","stated without evidence","English","","","ETE",NA,"2005-08-09 10:17:24","2005-08-10 03:17:25"
"1524","J. Alroy","J. Wertheim","J. Alroy",11708,"R. P.","Longinos Nav�s","","","",1922,"Algunos F�siles de Libros (Teruel)","Bolet�n de la Sociedad Ib�rica de Ciencias Naturales","","21","","52","61","journal article","stated with evidence","Spanish","","","",NA,"2004-09-21 09:55:08","2009-10-30 03:17:00"
"1525","R. Butler","R. Butler","",43613,"H. A.","Longman","","","",1941,"A Queensland fossil amphibian","Memoirs of the Queensland Museum","","12","","29","32","journal article","","English","","","",NA,"2012-11-27 20:42:22","2012-11-27 20:42:22"
"1540","R. Butler","R. Butler","",31668,"F. A.","Lucas","","","",1904,"A new batrachian and a new reptile from the Trias of Arizona","Proceedings of the United States National Museum","","27","","193","195","journal article","","English","","","",NA,"2010-01-22 07:42:22","2010-01-23 02:42:22"
"1559","J. Mueller","T. Liebrecht","",31052,"R.","Lund","","","",1978,"Anatomy and Relationships of the Family Phlegethontiidae (Amphibia, A�stopoda)","Annals of Carnegie Museum","","47","4","53","79","journal article","stated without evidence","English","","","",NA,"2009-11-03 05:48:18","2009-11-04 00:48:18"
"1563","R. Butler","R. Butler","",56792,"R.","Lydekker","","","",1882,"On some Gondwana labyrinthodonts","Records of the Geological Survey of India","","15","","24","28","journal article","","English","","","",NA,"2015-10-28 05:53:25","2015-10-28 21:53:25"
"1564","M. Carrano","M. Carrano","R. Butler",17140,"R.","Lydekker","","","",1885,"The Reptilia & Amphibia of the Maleria & Denwa Groups","Memoirs of the Geological Survey of India. Palaeontologia Indica, Series IV. Indian Pretertiary Vertebrata","","1","5","1","38","serial monograph","stated without evidence","English","","","ETE",NA,"2006-04-12 12:54:11","2012-11-30 18:41:27"
"1566","H. Sims","J. Camp","R. Benson",29026,"R.","Lydekker","","","",1890,"","Catalogue of the Fossil Reptilia and Amphibia of the British Museum of Natural History. Part IV: the orders Anomodontia, Ecaudata, Caudata, and Labyrinthodontia, and supplement","","","","1","295","book/book chapter","stated without evidence","English","","","",NA,"2009-01-22 14:04:10","2012-09-01 02:59:26"
"1569","J. Alroy","J. Alroy","J. Alroy",25711,"J. D.","Lynch","","","",1965,"The Pleistocene amphibians of Pit II, Arredondo, Florida","Copeia","","1965","1","72","77","journal article","stated without evidence","English","","","",NA,"2007-11-07 17:45:29","2007-11-08 12:57:51"
"1597","R. Butler","R. Butler","",46595,"S.","Maganuco","J. S.","Steyer","G. Pasini, M. Boulay, S. Lorrain, A. Beneteau, M. Auditore",2009,"An exquisite specimen of Edingerella madagascariensis (Temnospondyli) from the Lower Triassic of NW Madagascar; cranial anatomy, phylogeny, and restorations","Memorie della Societa Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano","","36","","1","72","journal article","stated with evidence","English","","","",NA,"2013-04-30 21:53:47","2013-04-30 21:53:47"
"1603","P. Mannion","P. Mannion","",44442,"M. W.","Maisch","A. T.","Matzke","G. Sun",2004,"A relict trematosauroid (Amphibia: Temnospondyli) from the Middle Jurassic of the Junggar Basin (NW China)","Naturwissenschaften","","91","","589","593","journal article","stated with evidence","English","","","",NA,"2013-01-25 23:07:34","2013-01-25 23:07:34"
"1605","R. Butler","R. Butler","",43872,"M. W.","Maisch","A. T.","Matzke","",2005,"Temnospondyl amphibians from the Jurassic of the Southern Junggar Basin (NW China)","Palaeontologische Zeitschrift","","79","2","285","301","journal article","stated with evidence","English","","","",NA,"2012-12-12 04:19:24","2012-12-12 04:19:24"
"1623","D. Croft","D. Croft","D. Croft",13081,"L. G.","Marshall","R. L.","Cifelli","R. E. Drake, G. H. Curtis",1986,"Vertebrate paleontology, geology, and geochronology of the Tapera de L�pez and Scarritt Pocket, Chubut Province, Argentina","Journal of Paleontology","","60","4","920","951","journal article","stated without evidence","English","","","",NA,"2005-04-06 05:29:39","2005-04-06 22:29:39"
"1639","M. Carrano","M. Carrano","M. Carrano",17892,"T.","Martin","A. O.","Averianov","H.-U. Pfretzschner",2006,"Palaeoecology of Middle to Late Jurassic vertebrate assemblages from the Fergana and Junggar Basins (Central Asia)","9th International Symposium on Mesozoic Terrestrial Ecosystems and Biota, Abstracts and Proceedings Volu","","","","76","79","journal article","stated without evidence","English","","","ETE",NA,"2006-07-07 11:49:12","2006-07-08 05:43:44"
"1661","R. Butler","R. Butler","R. Butler",29602,"J. W.","Martz","","","",2008,"Lithostratigraphy, chemostratigraphy, and vertebrate biostratigraphy of the Dockum Group (Upper Triassic), of southern Garza County, West Texas. Unpublished PhD thesis, Texas Tech University","","","","","1","504","Ph.D. thesis","stated with evidence","English","","","",NA,"2009-04-02 08:06:53","2009-04-03 02:08:09"
"1689","M. Carrano","M. Carrano","",47097,"G. J.","McGowan","","","",1998,"The development and function of the atlanto-axial joint in albanerpetontid amphibians","Journal of Herpetology","","32","1","116","122","journal article","stated without evidence","English","","","",NA,"2013-06-07 05:09:47","2013-06-07 05:09:47"
"1692","P. Mannion","P. Mannion","",44194,"G.","McGowan","S. E.","Evans","",1995,"Albanerpetontid amphibians from the Cretaceous of Spain","Nature","","373","","143","145","journal article","stated with evidence","English","","","",NA,"2013-01-07 22:50:07","2013-01-07 22:50:07"
"1693","J. Alroy","J. Alroy","R. Whatley",2523,"P. O.","McGrew","J. E.","Berman","M. K. Hecht, J. M. Hummel, G. G. Simpson, A. E. Wood",1959,"The geology and paleontology of the Elk Mountain and Tabernacle Butte area, Wyoming","Bulletin of the American Museum of Natural History","","117","3","117","176","journal article","stated without evidence","English","","","",NA,"2001-03-02 15:01:32","2005-09-03 06:50:11"
"1714","J. Mueller","T. Liebrecht","",28944,"M. G.","Mehl","","","",1913,"A Description of Chenoprosopus milleri gen. et sp. nov","Carnegie Institution of Washington Publication","","181","","11","16","book/book chapter","stated without evidence","English","","","",NA,"2009-01-11 09:29:37","2009-01-12 04:29:37"
"1719","J. Alroy","J. Alroy","J. Alroy",7566,"C.","Meszoely","","","",1966,"North American fossil cryptobranchid salamanders","American Midland Naturalist","","75","2","495","515","journal article","stated with evidence","English","","","",NA,"2002-12-05 16:53:22","2007-11-04 14:29:43"
"1720","J. Alroy","J. Alroy","",25640,"C. A. M.","Meszoely","","","",1967,"A new cryptobranchid salamander from the Early Eocene of Wyoming","Copeia","","1967","2","346","349","journal article","stated with evidence","English","","","",NA,"2007-11-03 13:44:54","2007-11-04 07:44:54"
"1723","J. Alroy","E. Leckey","J. Alroy",10613,"C. A. M.","Meszoely","Z. V.","Spinar","R. L. E. Ford",1984,"A new palaeobatrachid frog from the Eocene of the British Isles","Journal of Vertebrate Paleontology","","3","3","143","147","journal article","stated with evidence","English","","","",NA,"2004-05-25 13:52:11","2009-11-01 07:32:33"
"1728","J. Alroy","R. Whatley","T. Liebrecht",9939,"H. v.","Meyer","","","",1860,"Melosaurus uralensis aus dem permischen System des westlichen Urals","Palaeontographica","","7","2","90","98","journal article","stated without evidence","German","","","",NA,"2004-02-27 12:42:22","2013-02-01 00:22:55"
"1730","J. Bloch","R. Hulbert","",50424,"P.","Meylan","","","",2001,"Late Pliocene anurans from Inglis 1A, Citrus County, Florida","Bulletin of the Florida Museum of Natural History","","45","4","171","178","journal article","stated without evidence","English","","","",NA,"2014-03-18 16:29:13","2014-03-19 08:29:13"
"1737","R. Benson","R. Benson","",42474,"A. C.","Milner","","","",1994,"The a�stopod amphibian from the Vis�an of East Kirkton, West Lothian, Scotland","Transactions of the Royal Society of Edinburgh: Earth Sciences","","84","","363","368","journal article","stated without evidence","English","10.1017/S0263593300006167","","",NA,"2012-07-27 19:44:39","2012-07-27 19:44:39"
"1738","J. Mueller","T. Liebrecht","T. Liebrecht",28832,"A.. R.","Milner","","","",2008,"The tail of Microbrachis (Tetrapoda; Microsauria)","Lethaia","","41","3","257","261","journal article","stated with evidence","English","","","",NA,"2008-12-19 13:11:04","2008-12-20 09:27:21"
"1739","R. Butler","R. Butler","",29833,"A. R.","Milner","B. G.","Gardiner","N. C. Fraser, M. A. Taylor",1990,"Vertebrates from the Middle Triassic Otter Sandstone Formation of Devon","Palaeontology","","33","4","873","892","journal article","stated with evidence","English","","","",NA,"2009-04-27 08:52:19","2009-04-28 01:52:19"
"1740","R. Butler","E. Dunne","",57720,"A. C.","Milner","A. R.","Milner","S. A. Walsh",2009,"A new specimen of Baphetes from Nyrany, Czech Republic and the intrinsic relationships of the Baphetidae","Acta Zoologica","","90","","318","334","journal article","stated with evidence","English","10.1111/j.1463-6395.2008.00340.x","","",NA,"2016-01-22 05:07:06","2016-01-22 22:07:06"
"1741","R. Butler","R. Butler","",35596,"A. R.","Milner","R. R.","Schoch","",2004,"The latest metoposaurids from Europe","Neues Jahrbuch f�r Geologie und Pal�ontologie, Abhandlungen","","232","2","231","252","journal article","stated with evidence","English","","","",NA,"2011-03-23 02:38:15","2011-03-23 02:38:15"
"1742","R. Benson","R. Benson","R. Benson",42475,"A. R.","Milner","S. E. K.","Sequeira","",1994,"The temnospondyl amphibians from the Vis�an of East Kirkton, West Lothian, Scotland","Transactions of the Royal Society of Edinburgh: Earth Sciences","","84","","331","361","journal article","stated without evidence","English","10.1017/S0263593300006155","","",NA,"2012-07-27 19:54:59","2012-07-27 19:55:21"
"1758","J. Mueller","T. Liebrecht","M. Carrano",28743,"R. L.","Moodie","","","",1909,"A contribution to a monograph of the extinct Amphibia of North America. New forms from the Carboniferous","Journal of Geology","","17","1","38","82","journal article","stated with evidence","English","","","",NA,"2008-12-10 17:21:48","2011-07-28 05:55:14"
"1766","P. Mannion","J. Tennant","",46009,"M.","Morales","M. A.","Shiskin","",2002,"A re-assessment of Parotosuchus africanus (Broom), a capitosauroid temnospondyl amphibian from the Triassic of South Africa","Journal of Vertebrate Paleontology","","22","1","1","11","journal article","stated with evidence","English","","","",NA,"2013-03-28 09:06:11","2013-03-28 09:06:11"
"1778","J. Alroy","E. Leckey","J. Alroy",12472,"T.","Mors","F.","Hocht","B. Wutzler",2000,"Die erst Wirbeltierfauna aus der miozanen Braunkohle der Niederrheinischen Bucht (Ville-Schichten, Tagebau Hambach) [The first vertebrate fauna from the Miocene Ville Series of the Lower Rhine Embayment (Hambach open cast mine, western Germany)]","Pal�ontologische Zeitschrift","","74","1/2","145","170","journal article","stated without evidence","German","","","",NA,"2005-01-27 08:21:33","2006-12-31 09:02:41"
"1792","R. Butler","R. Butler","",43700,"R. N.","Mukherjee","D. P.","Sengupta","",1998,"New capitosaurid amphibians from the Triassic Denwa Formation of the Satpura Gondwana Basin, central India","Ameghiniana","","22","","317","327","journal article","stated with evidence","English","","","",NA,"2012-11-30 19:09:26","2012-11-30 19:09:26"
"1799","M. Carrano","M. Carrano","M. Carrano",12932,"P. A.","Murry","","","",1989,"Geology and paleontology of the Dockum Formation (Upper Triassic), west Texas and eastern New Mexico","Dawn of the Age of Dinosaurs in the American Southwest, New Mexico Museum of Natural History, Albuquerque","S. G. Lucas and A. P. Hunt","","","102","144","journal article","stated without evidence","","","","ETE",NA,"2005-03-18 08:36:08","2005-03-19 03:36:28"
"1801","M. Carrano","M. Carrano","M. Carrano",12930,"P. A.","Murry","R. A.","Long","",1989,"Geology and paleontology of the Chinle Formation, Petrified Forest National Park and vicinity, Arizona and a discussion of vertebrate fossils of the southwestern Upper Triassic","Dawn of the Age of Dinosaurs in the American Southwest, New Mexico Museum of Natural History, Albuquerque","S. G. Lucas and A. P. Hunt","","","29","64","book/book chapter","stated without evidence","","","","ETE",NA,"2005-03-18 07:13:31","2005-03-19 02:13:31"
"1803","M. Uhen","M. Uhen","M. Uhen",19849,"T.","Myers","K.","Crosby","M. Archer, M. Tyler",2001,"The Encore Local Fauna, a late Miocene assemblage from Riversleigh, northwestern Queensland","Memoirs of the Association of Australian Paleontologists","","25","","147","154","journal article","stated without evidence","English","","","5%",58660,"2007-02-06 08:32:24","2007-02-07 03:44:33"
"1808","R. Butler","R. Butler","",33817,"G. G.","M�nster","","","",1834,"Vorl�ufige Nachricht �ber einige neue Reptilien im Muschelkalke von Baiern","Neues Jahrbuch f�r Mineralogie, Geognosie, Geologie und Petrfaktenkunde","","1834","","521","527","journal article","","English","","","",NA,"2010-09-01 05:57:33","2010-09-01 22:57:33"
"1809","R. Butler","R. Butler","",33819,"G.","M�nster","","","",1836,"Communications addressed to Professor Bronn","Neues Jahrbuch f�r Mineralogie, Geognosie, Geologie und Petrefaktenkunde","","1836","","580","581","journal article","stated without evidence","German","","","",NA,"2010-09-01 07:19:38","2010-09-02 00:19:38"
"1810","R. Butler","R. Butler","",33816,"G. G.","M�nster","","","",1839,"Mastodonsaurus Andriani","Beitr�ge zur Petrefactenkunde","","","","102","103","journal article","none discussed","German","","","",NA,"2010-09-01 05:42:52","2010-09-01 22:42:52"
"1812","J. Alroy","J. Alroy","",25656,"B. G.","Naylor","","","",1981,"Cryptobranchid salamanders from the Paleocene and Miocene of Saskatchewan","Copeia","","1981","1","76","86","journal article","stated with evidence","English","","","",NA,"2007-11-03 18:20:35","2007-11-04 12:20:35"
"1814","P. Mannion","P. Mannion","",42869,"B. G.","Naylor","R. C.","Fox","",1993,"A new ambystomatid salamander, Dicamptodon antiquus n.sp., from the Paleocene of Alberta, Canada","Canadian Journal of Earth Sciences","","30","","814","818","journal article","stated with evidence","English","","","",NA,"2012-09-05 20:08:16","2012-09-05 20:08:16"
"1815","J. Alroy","J. Alroy","",28586,"B. G.","Naylor","D. W.","Krause","",1981,"Piceoerpeton, a giant early Tertiary salamander from western North America","Journal of Paleontology","","55","3","507","523","journal article","stated with evidence","English","","","",NA,"2008-11-26 15:02:05","2008-11-27 10:02:05"
"1821","R. Butler","R. Butler","",32378,"S. J.","Nesbitt","","","",2005,"The Moenkopi Formation along the Little Colorado River in eastern Arizona","Guidebook to the Triassic Formations of the Colorado Plateau in northern Arizona, Mesa Southwest Museum Bulletin","S. J. Nesbitt, W. G. Parker, R. B. Irmis","9","","13","23","book/book chapter","none discussed","English","","","",NA,"2010-04-06 02:36:21","2010-04-06 19:36:21"
"1838","E. Fara","E. Fara","",19868,"L. A.","Nessov","","","",1988,"Late Mesozoic amphibians and lizards of Soviet Middle Asia","Acta Zoologica Cracoviensia","","31","14","475","486","journal article","stated without evidence","English","","","",NA,"2007-02-09 02:54:16","2007-02-09 21:54:34"
"1840","E. Fara","E. Fara","J. Alroy",10054,"L. A.","Nessov","","","",1991,"A Late Jurassic labyrinthodont (Amphibia, Labyrinthodontia) along other relict groups of vertebrates from northern Fergana","Paleontological Journal","","24","3","83","90","journal article","stated without evidence","English","","","5%",18680,"2004-03-17 07:00:21","2006-12-12 06:56:36"
"1841","M. Carrano","K. Maguire","M. Carrano",16510,"L. A.","Nessov","","","",1995,"Dinozavri severnoi Yevrazii: Novye dannye o sostave kompleksov, ekologii i paleobiogeografii [Dinosaurs of northern Eurasia: new data about assemblages, ecology, and paleobiogeography]","Institute for Scientific Research on the Earth's Crust, St. Petersburg State University, St. Petersburg","","","","1","156","book/book chapter","stated without evidence","Russian","","","ETE",NA,"2006-01-25 12:58:07","2006-11-16 09:35:09"
"1843","R. Benson","R. Benson","M. Carrano",39261,"L. A.","Nessov","","","",1997,"","Nemorskiye Pozvonochnyye Melovogo Perioda Severnoy Yevrazii [Cretaceous Non-Marine Vertebrates of Northern Eurasia]","L. B. Goloneva & A. O. Averianov","","","1","218","book","stated without evidence","Russian","","","",NA,"2012-01-09 23:50:55","2014-07-12 05:56:01"
"1859","R. Butler","R. Butler","",43627,"C. M.","Nield","R.","Damiani","A. Warren",2006,"A short-snouted trematosauroid (Tetrapoda, Temnospondyli) from the Early Triassic of Australia: the oldest known trematosaurine","Alcheringa","","30","","263","271","journal article","stated with evidence","English","","","",NA,"2012-11-28 02:04:22","2012-11-28 02:04:22"
"1860","M. Carrano","M. Carrano","",34248,"E.","Nielsen","","","",1954,"Tupilakosaurus helimani n. g. et n. sp. An interesting batrachomorph from the Triassic of East Greenland","Meddelelser om Gr�nland udgivne ap Kommissionen for Videnskabelige Unders�gelser i Gr�nland","","72","8","1","33","serial monograph","stated with evidence","English","","","",NA,"2010-11-16 08:59:01","2010-11-16 08:59:01"
